match_id,player_id,player_name,team,role,kills,deaths,assists,headshot_kills,damage,utility_damage,enemies_flashed,flash_assists,kd_ratio,kda_ratio,adr,hsp,rounds_survived,survival_rate,first_kills,first_deaths,clutches_attempted,clutches_won,multi_kill_rounds,smokes_thrown,flashes_thrown,he_thrown,molotovs_thrown,avg_cash_spent_per_round,avg_equipment_value_per_round,performance_score,won_match
ea4b6896fa759055,76561198061763596,n1ssim,"dumau, latto, lux, n1ssim, saadzin",unknown,16,10,1,9,86.1,9,0,0,1.6,1.7,86.111115,56.25,8,44.444443,4,2,1,0,5,22,17,13,16,2461.111,4146.202,170.51666,true
ea4b6896fa759055,76561198045739761,Maka,"Ex3rcice, Graviti, Lucky, Maka, bodyy",unknown,8,13,5,3,56.1,0,0,0,0.61538464,1.0,56.055557,37.5,5,27.777779,1,2,3,0,1,27,25,5,12,2619.4443,3642.847,54.113888,false
ea4b6896fa759055,76561198194325317,dumau,"dumau, latto, lux, n1ssim, saadzin",unknown,8,8,2,4,45.1,26,1,1,1.0,1.25,45.11111,50.0,10,55.555557,3,1,0,0,1,27,21,14,24,2280.5557,4350.6343,85.03333,true
ea4b6896fa759055,76561198013295375,bodyy,"Ex3rcice, Graviti, Lucky, Maka, bodyy",unknown,8,16,5,6,60.3,53,0,0,0.5,0.8125,60.333332,75.0,2,11.111111,3,7,0,0,1,20,13,5,12,2738.889,3065.9546,49.961113,false
ea4b6896fa759055,76561198179538505,Graviti,"Ex3rcice, Graviti, Lucky, Maka, bodyy",unknown,6,15,5,4,45.0,0,1,1,0.4,0.73333335,45.0,66.666664,4,22.222221,1,3,0,0,2,20,19,1,8,2663.889,3123.285,37.194443,false
ea4b6896fa759055,76561198074017668,lux,"dumau, latto, lux, n1ssim, saadzin",unknown,20,8,3,10,121.8,215,0,0,2.5,2.875,121.833336,50.0,10,55.555557,5,1,1,1,5,23,24,23,22,2722.2222,4354.523,306.10278,true
ea4b6896fa759055,76561198100494962,saadzin,"dumau, latto, lux, n1ssim, saadzin",unknown,14,7,5,1,94.0,64,1,1,2.0,2.7142856,94.0,7.142857,11,61.11111,0,0,1,0,2,20,31,19,15,2608.3333,5340.37,151.34445,true
0161d03c9874c1f3,76561198850020186,latto,"dumau, latto, lux, n1ssim, saadzin",unknown,15,18,7,6,69.1,108,0,0,0.8333333,1.2222222,69.083336,40.0,6,25.0,0,1,0,0,3,32,22,17,27,2745.8333,4096.902,83.65417,false
0161d03c9874c1f3,76561198061763596,n1ssim,"dumau, latto, lux, n1ssim, saadzin",unknown,11,23,3,5,50.3,78,0,0,0.47826087,0.6086956,50.291668,45.454544,1,4.1666665,2,3,0,0,2,33,19,17,23,2802.0833,3565.4448,29.947916,false
0161d03c9874c1f3,76561198194325317,dumau,"dumau, latto, lux, n1ssim, saadzin",unknown,21,16,5,9,88.5,221,0,0,1.3125,1.625,88.5,42.857143,8,33.333332,5,1,0,0,5,30,29,16,21,2929.1667,3882.4893,157.08333,false
0161d03c9874c1f3,76561198031890115,Lucky,"Ex3rcice, Graviti, Lucky, Maka, bodyy",unknown,15,15,4,10,61.8,188,1,1,1.0,1.2666667,61.791668,66.666664,9,37.5,0,2,1,0,4,31,21,23,23,2585.4167,3824.1824,96.87292,true
0161d03c9874c1f3,76561198168198200,Ex3rcice,"Ex3rcice, Graviti, Lucky, Maka, bodyy",unknown,23,14,5,8,93.5,103,0,0,1.6428572,2.0,93.5,34.782608,10,41.666668,2,0,2,1,7,30,27,18,31,2858.3333,4159.11,210.43333,true
0161d03c9874c1f3,76561198074017668,lux,"dumau, latto, lux, n1ssim, saadzin",unknown,13,18,5,9,66.2,36,0,0,0.7222222,1.0,66.166664,69.23077,6,25.0,4,4,2,0,1,32,23,19,24,2681.25,3985.099,73.40833,false
0161d03c9874c1f3,76561198013295375,bodyy,"Ex3rcice, Graviti, Lucky, Maka, bodyy",unknown,7,18,5,4,42.3,77,0,0,0.3888889,0.6666667,42.333332,57.142857,6,25.0,3,7,1,0,1,29,17,24,16,2806.25,3731.656,29.275,true
0161d03c9874c1f3,76561198179538505,Graviti,"Ex3rcice, Graviti, Lucky, Maka, bodyy",unknown,18,16,5,9,78.9,185,1,1,1.125,1.4375,78.916664,50.0,8,33.333332,1,5,1,0,4,21,30,14,29,2629.1667,3829.1057,120.80417,true
